Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,964.4,HOLD,-2/6,HOLD,96.9,37.7,,
HDFCBANK,744.55,HOLD,-1/6,HOLD,92.3,39.1,,
RELIANCE,1321.2,SELL,-3/6,HOLD,96.3,39.2,1363.48,1236.64
TCS,2258.9,HOLD,-2/6,HOLD,93.8,33.5,,
INFY,1160.9,HOLD,+1/6,HOLD,95.4,43.7,,
ICICIBANK,1256.4,HOLD,-1/6,HOLD,93.6,45.7,,
WIPRO,204.25,BUY,+4/6,HOLD,95.4,57.6,196.08,220.59
AXISBANK,1286.6,BUY,+3/6,HOLD,84.3,51.2,1245.13,1369.53
