Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1036.1,BUY,+5/6,HOLD,97.3,58.1,1007.96,1092.38
HDFCBANK,798.9,BUY,+4/6,HOLD,99.4,60.5,777.09,842.53
RELIANCE,1301.0,HOLD,-1/6,HOLD,95.7,44.5,,
TCS,2097.9,SELL,-4/6,HOLD,89.0,38.1,2176.62,1940.46
INFY,1034.0,SELL,-3/6,HOLD,89.3,34.4,1074.71,952.58
ICICIBANK,1387.6,HOLD,+2/6,HOLD,90.5,71.3,,
WIPRO,175.48,SELL,-4/6,HOLD,87.5,32.6,181.87,162.7
AXISBANK,1356.8,BUY,+3/6,HOLD,72.3,58.5,1321.22,1427.95
