Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1031.2,BUY,+3/6,HOLD,96.7,52.3,1002.63,1088.35
HDFCBANK,808.3,HOLD,+1/6,HOLD,96.8,54.1,,
RELIANCE,1296.6,HOLD,-1/6,HOLD,90.5,46.8,,
TCS,2201.0,HOLD,+2/6,HOLD,94.9,56.4,,
INFY,1082.4,HOLD,-1/6,HOLD,81.2,50.0,,
ICICIBANK,1418.2,BUY,+3/6,HOLD,98.4,63.7,1380.8,1493.0
WIPRO,177.74,HOLD,-1/6,HOLD,97.8,47.5,,
AXISBANK,1307.6,HOLD,-2/6,HOLD,95.4,43.2,,
