Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,956.65,HOLD,-2/6,HOLD,97.6,36.4,,
HDFCBANK,748.25,SELL,-3/6,HOLD,98.0,41.1,774.74,695.28
RELIANCE,1314.6,SELL,-4/6,HOLD,94.3,37.9,1354.8,1234.19
TCS,2446.9,HOLD,+0/6,HOLD,99.1,59.5,,
INFY,1270.8,BUY,+4/6,HOLD,96.6,64.3,1212.72,1386.97
ICICIBANK,1226.6,SELL,-3/6,HOLD,96.1,38.9,1264.53,1150.74
WIPRO,209.84,BUY,+4/6,HOLD,92.1,64.2,202.34,224.84
AXISBANK,1251.1,HOLD,-1/6,HOLD,90.4,42.5,,
