Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1045.4,BUY,+4/6,HOLD,92.7,62.3,1016.52,1103.16
HDFCBANK,796.3,BUY,+4/6,HOLD,98.8,59.7,774.04,840.82
RELIANCE,1318.1,HOLD,-1/6,HOLD,87.9,49.2,,
TCS,2094.7,SELL,-4/6,HOLD,92.3,37.6,2177.68,1928.73
INFY,1041.2,SELL,-3/6,HOLD,99.0,35.3,1090.65,942.31
ICICIBANK,1387.5,HOLD,+2/6,HOLD,91.3,71.2,,
WIPRO,175.0,SELL,-4/6,HOLD,87.1,31.6,181.89,161.22
AXISBANK,1377.2,BUY,+4/6,HOLD,99.6,66.7,1345.47,1440.65
