Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1020.85,BUY,+4/6,HOLD,98.8,59.7,990.62,1081.31
HDFCBANK,777.35,HOLD,-2/6,HOLD,84.3,56.6,,
RELIANCE,1307.0,SELL,-3/6,HOLD,96.8,45.7,1349.36,1222.29
TCS,2162.0,SELL,-4/6,HOLD,86.9,37.3,2248.36,1989.27
INFY,1134.9,HOLD,-1/6,HOLD,89.3,41.8,,
ICICIBANK,1327.6,BUY,+4/6,HOLD,84.7,62.3,1282.53,1417.74
WIPRO,181.38,SELL,-3/6,HOLD,95.1,35.2,189.72,164.69
AXISBANK,1368.3,BUY,+3/6,HOLD,89.1,69.2,1324.35,1456.21
