Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1035.1,BUY,+4/6,HOLD,94.3,61.7,1006.99,1091.33
HDFCBANK,779.8,BUY,+3/6,HOLD,97.7,54.5,753.98,831.44
RELIANCE,1309.5,HOLD,-1/6,HOLD,97.5,46.1,,
TCS,2125.0,HOLD,-1/6,HOLD,90.0,36.4,,
INFY,1051.4,SELL,-3/6,HOLD,91.7,32.0,1110.71,932.78
ICICIBANK,1346.5,BUY,+3/6,HOLD,81.6,65.8,1311.0,1417.5
WIPRO,180.8,SELL,-4/6,HOLD,85.8,36.3,188.27,165.85
AXISBANK,1357.9,BUY,+4/6,HOLD,94.8,64.2,1321.61,1430.47
