Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,950.9,SELL,-3/6,HOLD,96.9,32.2,990.74,871.22
HDFCBANK,759.5,SELL,-3/6,HOLD,96.8,41.9,784.26,709.98
RELIANCE,1359.7,SELL,-3/6,HOLD,99.5,46.6,1408.25,1262.59
TCS,2327.4,HOLD,-1/6,HOLD,90.3,40.3,,
INFY,1193.7,HOLD,-1/6,HOLD,85.0,49.5,,
ICICIBANK,1237.3,SELL,-4/6,HOLD,96.5,39.1,1271.69,1168.52
WIPRO,197.12,HOLD,-1/6,HOLD,93.7,49.9,,
AXISBANK,1249.8,SELL,-3/6,HOLD,91.8,42.1,1290.72,1167.96
