Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,970.1,SELL,-3/6,HOLD,96.8,31.4,1016.81,876.68
HDFCBANK,749.6,SELL,-3/6,HOLD,89.1,37.4,774.91,698.98
RELIANCE,1358.8,HOLD,-1/6,HOLD,96.0,43.4,,
TCS,2272.8,HOLD,-2/6,HOLD,84.7,29.2,,
INFY,1123.1,SELL,-3/6,HOLD,96.6,30.7,1168.11,1033.08
ICICIBANK,1235.6,SELL,-3/6,HOLD,95.7,37.4,1273.58,1159.63
WIPRO,187.8,SELL,-3/6,HOLD,95.2,31.3,193.68,176.05
AXISBANK,1255.7,HOLD,-2/6,HOLD,90.5,41.6,,
