Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1015.3,BUY,+4/6,HOLD,96.0,57.1,985.27,1075.36
HDFCBANK,784.9,BUY,+4/6,HOLD,92.4,59.3,759.28,836.14
RELIANCE,1328.8,HOLD,-1/6,HOLD,97.3,51.6,,
TCS,2199.0,SELL,-3/6,HOLD,88.0,42.3,2283.53,2029.94
INFY,1143.6,HOLD,-1/6,HOLD,83.2,43.7,,
ICICIBANK,1334.3,BUY,+4/6,HOLD,86.8,63.5,1293.04,1416.82
WIPRO,182.67,SELL,-4/6,HOLD,86.5,37.2,190.3,167.41
AXISBANK,1365.7,BUY,+3/6,HOLD,89.4,68.3,1323.15,1450.81
