Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,948.8,SELL,-3/6,HOLD,96.3,31.5,990.16,866.09
HDFCBANK,762.45,SELL,-3/6,HOLD,96.4,42.8,789.34,708.68
RELIANCE,1322.7,SELL,-3/6,HOLD,98.7,37.2,1367.11,1233.87
TCS,2327.1,SELL,-3/6,HOLD,98.0,40.2,2420.47,2140.36
INFY,1196.9,HOLD,+1/6,HOLD,84.9,50.1,,
ICICIBANK,1240.8,SELL,-4/6,HOLD,95.7,39.9,1276.44,1169.52
WIPRO,195.17,HOLD,-1/6,HOLD,69.1,46.5,,
AXISBANK,1238.3,SELL,-4/6,HOLD,93.8,38.2,1279.17,1156.56
