Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,979.9,SELL,-3/6,HOLD,91.8,34.2,1025.06,889.58
HDFCBANK,769.55,SELL,-3/6,HOLD,92.6,45.0,797.75,713.16
RELIANCE,1361.8,HOLD,-1/6,HOLD,93.3,44.2,,
TCS,2246.0,HOLD,-2/6,HOLD,93.3,27.4,,
INFY,1095.0,HOLD,-2/6,HOLD,88.8,27.5,,
ICICIBANK,1246.0,SELL,-3/6,HOLD,95.6,40.4,1283.14,1171.72
WIPRO,188.3,SELL,-3/6,HOLD,98.5,32.5,194.03,176.84
AXISBANK,1254.6,SELL,-3/6,HOLD,92.4,41.4,1300.72,1162.36
