Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1030.1,BUY,+3/6,HOLD,94.9,51.9,999.14,1092.02
HDFCBANK,815.45,BUY,+5/6,HOLD,93.5,58.2,794.01,858.34
RELIANCE,1295.5,HOLD,-1/6,HOLD,95.2,46.3,,
TCS,2189.2,HOLD,+2/6,HOLD,97.4,55.3,,
INFY,1076.3,HOLD,-1/6,HOLD,93.8,48.8,,
ICICIBANK,1416.2,HOLD,+2/6,HOLD,98.8,65.3,,
WIPRO,174.65,HOLD,-1/6,HOLD,97.3,41.6,,
AXISBANK,1312.3,HOLD,-2/6,HOLD,86.4,44.6,,
