Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1012.6,HOLD,+2/6,HOLD,83.0,44.6,,
HDFCBANK,747.25,SELL,-3/6,HOLD,96.8,35.4,772.02,697.71
RELIANCE,1272.2,HOLD,-2/6,HOLD,97.9,40.4,,
TCS,2242.9,BUY,+4/6,HOLD,91.2,58.0,2159.96,2408.78
INFY,1047.4,HOLD,-1/6,HOLD,79.1,42.9,,
ICICIBANK,1434.6,BUY,+5/6,HOLD,88.3,61.3,1395.54,1512.71
WIPRO,174.82,HOLD,-1/6,HOLD,98.0,43.2,,
AXISBANK,1223.0,HOLD,-2/6,HOLD,90.5,29.5,,
