Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1020.6,HOLD,-1/6,HOLD,98.7,47.6,,
HDFCBANK,739.55,SELL,-3/6,HOLD,98.1,33.6,762.03,694.59
RELIANCE,1280.0,SELL,-3/6,HOLD,98.8,43.1,1314.5,1210.99
TCS,2295.6,BUY,+4/6,HOLD,95.8,62.8,2210.9,2465.0
INFY,1079.2,HOLD,-1/6,HOLD,87.5,50.7,,
ICICIBANK,1445.7,BUY,+3/6,HOLD,96.2,63.6,1408.06,1520.98
WIPRO,178.53,HOLD,+0/6,HOLD,97.0,51.3,,
AXISBANK,1227.5,SELL,-3/6,HOLD,95.9,31.0,1269.04,1144.41
