Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,996.2,SELL,-3/6,HOLD,94.1,41.6,1022.75,943.1
HDFCBANK,731.0,HOLD,+0/6,HOLD,97.1,55.4,,
RELIANCE,1226.4,SELL,-3/6,HOLD,96.6,32.3,1257.24,1164.73
TCS,2105.0,SELL,-3/6,HOLD,95.0,32.5,2216.13,1882.74
INFY,1051.4,SELL,-4/6,HOLD,77.5,38.9,1095.05,964.09
ICICIBANK,1338.9,SELL,-3/6,HOLD,98.9,30.4,1370.78,1275.13
WIPRO,166.83,HOLD,-1/6,HOLD,96.7,35.1,,
AXISBANK,1257.0,HOLD,-1/6,HOLD,96.9,51.9,,
