Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1019.3,SELL,-3/6,HOLD,96.2,37.5,1066.42,925.05
HDFCBANK,780.85,HOLD,-1/6,HOLD,96.0,45.7,,
RELIANCE,1435.2,BUY,+5/6,HOLD,96.1,59.0,1390.58,1524.43
TCS,2394.4,SELL,-3/6,HOLD,92.1,38.6,2472.44,2238.33
INFY,1179.2,SELL,-4/6,HOLD,94.6,38.9,1220.4,1096.81
ICICIBANK,1264.8,SELL,-3/6,HOLD,96.1,42.8,1300.15,1194.1
WIPRO,197.91,HOLD,-2/6,HOLD,96.4,43.9,,
AXISBANK,1268.3,HOLD,-2/6,HOLD,88.7,43.8,,
