Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,973.6,SELL,-3/6,HOLD,88.4,31.7,1026.07,868.65
HDFCBANK,763.65,HOLD,+0/6,HOLD,88.1,40.8,,
RELIANCE,1388.2,BUY,+3/6,HOLD,92.2,48.8,1336.63,1491.34
TCS,2392.9,SELL,-3/6,HOLD,94.0,38.8,2474.69,2229.32
INFY,1177.0,SELL,-4/6,HOLD,94.1,38.3,1218.71,1093.58
ICICIBANK,1266.4,SELL,-3/6,HOLD,95.4,43.1,1304.16,1190.87
WIPRO,196.68,HOLD,-2/6,HOLD,93.0,42.2,,
AXISBANK,1272.3,SELL,-3/6,HOLD,96.2,44.6,1321.6,1173.7
