Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,967.8,SELL,-4/6,HOLD,94.5,38.4,998.58,906.24
HDFCBANK,758.65,HOLD,-1/6,HOLD,94.0,43.2,,
RELIANCE,1350.5,SELL,-3/6,HOLD,97.8,45.2,1387.29,1276.93
TCS,2284.2,HOLD,-2/6,HOLD,94.5,36.2,,
INFY,1159.9,HOLD,-1/6,HOLD,95.4,43.4,,
ICICIBANK,1272.7,HOLD,-1/6,HOLD,99.0,50.0,,
WIPRO,201.58,BUY,+3/6,HOLD,96.5,54.1,194.32,216.09
AXISBANK,1304.1,BUY,+4/6,HOLD,92.8,56.1,1264.38,1383.54
