Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1040.0,BUY,+5/6,HOLD,95.6,56.7,1010.93,1098.15
HDFCBANK,801.05,BUY,+5/6,HOLD,98.7,58.9,778.35,846.45
RELIANCE,1304.0,HOLD,-1/6,HOLD,98.7,46.2,,
TCS,2093.5,HOLD,-1/6,HOLD,88.0,43.6,,
INFY,1047.2,SELL,-3/6,HOLD,88.7,42.6,1096.79,948.03
ICICIBANK,1411.4,BUY,+3/6,HOLD,94.5,68.1,1369.03,1496.15
WIPRO,176.08,SELL,-4/6,HOLD,84.0,39.7,182.69,162.86
AXISBANK,1342.1,HOLD,+1/6,HOLD,94.2,51.6,,
