Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,970.45,HOLD,-1/6,HOLD,93.9,41.9,,
HDFCBANK,753.65,SELL,-3/6,HOLD,93.7,43.5,779.47,702.02
RELIANCE,1313.2,SELL,-4/6,HOLD,95.9,37.6,1352.64,1234.31
TCS,2241.7,HOLD,+0/6,HOLD,94.9,40.6,,
INFY,1222.6,HOLD,+2/6,HOLD,98.5,54.6,,
ICICIBANK,1242.0,SELL,-3/6,HOLD,95.9,43.7,1281.79,1162.42
WIPRO,204.1,BUY,+5/6,HOLD,98.8,54.6,196.03,220.23
AXISBANK,1255.2,HOLD,-1/6,HOLD,92.3,43.7,,
