Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1015.0,HOLD,+0/6,HOLD,93.3,45.5,,
HDFCBANK,742.8,SELL,-3/6,HOLD,96.8,34.3,766.47,695.47
RELIANCE,1278.0,HOLD,-2/6,HOLD,97.5,42.4,,
TCS,2254.3,BUY,+4/6,HOLD,94.6,59.1,2170.58,2421.75
INFY,1040.9,HOLD,-1/6,HOLD,80.5,41.7,,
ICICIBANK,1432.9,BUY,+3/6,HOLD,90.5,60.7,1394.13,1510.44
WIPRO,177.12,HOLD,-1/6,HOLD,93.7,48.4,,
AXISBANK,1227.3,SELL,-3/6,HOLD,92.6,31.0,1271.68,1138.54
