Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1040.75,BUY,+4/6,HOLD,94.9,63.4,1014.51,1093.24
HDFCBANK,786.4,BUY,+5/6,HOLD,98.4,56.9,762.0,835.2
RELIANCE,1326.5,HOLD,-1/6,HOLD,95.2,50.9,,
TCS,2127.8,HOLD,-2/6,HOLD,91.8,36.8,,
INFY,1065.4,SELL,-3/6,HOLD,91.8,35.0,1122.58,951.03
ICICIBANK,1352.4,BUY,+3/6,HOLD,87.6,67.0,1318.39,1420.41
WIPRO,180.18,SELL,-4/6,HOLD,86.4,35.7,187.14,166.26
AXISBANK,1358.6,BUY,+5/6,HOLD,95.3,64.3,1324.97,1425.86
