Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1051.6,BUY,+4/6,HOLD,97.9,61.7,1023.25,1108.31
HDFCBANK,795.9,BUY,+5/6,HOLD,92.7,58.8,775.89,835.92
RELIANCE,1303.5,HOLD,-1/6,HOLD,96.9,45.9,,
TCS,2068.1,SELL,-3/6,HOLD,89.3,40.7,2164.08,1876.14
INFY,1040.9,SELL,-3/6,HOLD,88.6,41.4,1091.7,939.3
ICICIBANK,1400.0,HOLD,+2/6,HOLD,96.2,70.9,,
WIPRO,174.0,SELL,-4/6,HOLD,79.7,35.8,180.67,160.66
AXISBANK,1362.6,HOLD,+1/6,HOLD,96.9,58.3,,
