Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,950.9,SELL,-4/6,HOLD,97.6,32.2,988.31,876.08
HDFCBANK,759.15,SELL,-3/6,HOLD,98.2,41.8,783.23,710.99
RELIANCE,1349.6,SELL,-3/6,HOLD,99.5,44.7,1396.82,1255.16
TCS,2327.2,SELL,-3/6,HOLD,92.1,40.3,2405.91,2169.79
INFY,1181.2,HOLD,-1/6,HOLD,95.1,47.4,,
ICICIBANK,1242.8,SELL,-3/6,HOLD,95.1,41.1,1275.38,1177.63
WIPRO,199.74,HOLD,+1/6,HOLD,92.9,54.1,,
AXISBANK,1253.3,SELL,-3/6,HOLD,97.0,43.2,1292.35,1175.21
