Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1015.4,HOLD,+2/6,HOLD,92.9,46.5,,
HDFCBANK,809.4,BUY,+3/6,HOLD,94.6,55.2,785.88,856.43
RELIANCE,1293.0,HOLD,-1/6,HOLD,96.3,45.6,,
TCS,2200.6,HOLD,+0/6,HOLD,96.7,56.2,,
INFY,1092.9,HOLD,+0/6,HOLD,94.1,51.9,,
ICICIBANK,1407.7,BUY,+3/6,HOLD,93.5,61.7,1367.25,1488.6
WIPRO,177.14,HOLD,-1/6,HOLD,95.5,45.5,,
AXISBANK,1317.6,HOLD,-2/6,HOLD,83.0,46.0,,
