Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,981.95,HOLD,-2/6,HOLD,96.6,46.4,,
HDFCBANK,738.65,SELL,-3/6,HOLD,90.8,38.3,762.25,691.45
RELIANCE,1263.3,HOLD,-2/6,HOLD,95.7,28.5,,
TCS,2151.4,SELL,-3/6,HOLD,89.1,34.7,2270.38,1913.45
INFY,1187.6,BUY,+3/6,HOLD,96.6,48.6,1133.78,1295.25
ICICIBANK,1250.2,HOLD,-1/6,HOLD,98.9,46.4,,
WIPRO,181.76,SELL,-3/6,HOLD,92.7,32.0,193.74,157.81
AXISBANK,1268.1,HOLD,-1/6,HOLD,96.0,47.8,,
