Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1044.4,BUY,+5/6,HOLD,86.4,55.0,1013.37,1106.46
HDFCBANK,761.45,SELL,-3/6,HOLD,99.6,38.8,789.23,705.89
RELIANCE,1303.7,HOLD,+1/6,HOLD,96.3,48.6,,
TCS,2221.1,BUY,+4/6,HOLD,92.5,56.2,2131.65,2400.01
INFY,1073.5,HOLD,+1/6,HOLD,86.7,47.9,,
ICICIBANK,1463.1,HOLD,+2/6,HOLD,98.0,71.5,,
WIPRO,174.97,HOLD,-1/6,HOLD,98.2,43.2,,
AXISBANK,1258.2,SELL,-3/6,HOLD,93.9,34.9,1307.45,1159.7
