Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,954.1,HOLD,-2/6,HOLD,98.5,35.3,,
HDFCBANK,742.7,SELL,-3/6,HOLD,92.9,38.6,768.54,691.01
RELIANCE,1320.0,SELL,-4/6,HOLD,94.2,39.0,1360.04,1239.91
TCS,2297.4,HOLD,-1/6,HOLD,92.4,40.8,,
INFY,1202.5,HOLD,+0/6,HOLD,85.2,53.4,,
ICICIBANK,1239.7,HOLD,-1/6,HOLD,94.1,41.7,,
WIPRO,206.41,BUY,+4/6,HOLD,94.7,60.3,198.63,221.98
AXISBANK,1275.9,HOLD,+1/6,HOLD,93.9,48.4,,
