Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1000.7,HOLD,+0/6,HOLD,98.9,53.0,,
HDFCBANK,744.6,SELL,-3/6,HOLD,97.3,42.0,768.28,697.24
RELIANCE,1263.0,SELL,-3/6,HOLD,93.9,30.7,1302.91,1183.18
TCS,2135.6,SELL,-3/6,HOLD,95.3,33.8,2234.4,1938.0
INFY,1114.6,SELL,-3/6,HOLD,87.8,37.3,1167.26,1009.28
ICICIBANK,1317.0,BUY,+4/6,HOLD,87.5,62.2,1273.25,1404.49
WIPRO,177.37,HOLD,-2/6,HOLD,95.1,29.1,,
AXISBANK,1317.3,BUY,+4/6,HOLD,94.0,60.1,1274.07,1403.77
