Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,974.6,SELL,-3/6,HOLD,96.4,31.9,1023.88,876.04
HDFCBANK,750.45,SELL,-3/6,HOLD,90.3,37.6,776.75,697.85
RELIANCE,1364.0,HOLD,-1/6,HOLD,98.6,44.4,,
TCS,2300.3,SELL,-3/6,HOLD,82.8,31.0,2393.17,2114.57
INFY,1140.3,SELL,-4/6,HOLD,93.5,32.9,1187.25,1046.4
ICICIBANK,1240.3,SELL,-3/6,HOLD,92.0,38.2,1279.05,1162.8
WIPRO,189.57,SELL,-3/6,HOLD,92.1,33.1,195.43,177.85
AXISBANK,1260.1,HOLD,-2/6,HOLD,89.5,42.4,,
