Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1003.25,HOLD,+0/6,HOLD,99.4,54.0,,
HDFCBANK,746.85,SELL,-3/6,HOLD,95.7,42.9,770.5,699.54
RELIANCE,1258.8,HOLD,-2/6,HOLD,97.1,29.0,,
TCS,2153.9,SELL,-3/6,HOLD,93.3,35.0,2257.61,1946.49
INFY,1145.3,HOLD,-1/6,HOLD,87.5,41.6,,
ICICIBANK,1293.3,BUY,+4/6,HOLD,97.4,57.4,1253.55,1372.79
WIPRO,178.93,SELL,-3/6,HOLD,97.6,30.1,189.33,158.12
AXISBANK,1314.5,BUY,+4/6,HOLD,88.4,59.5,1272.05,1399.41
