Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1026.5,BUY,+4/6,HOLD,98.8,60.8,997.54,1084.41
HDFCBANK,787.1,BUY,+4/6,HOLD,94.5,60.0,762.66,835.98
RELIANCE,1332.7,HOLD,-1/6,HOLD,96.0,52.6,,
TCS,2223.0,HOLD,-1/6,HOLD,90.2,45.4,,
INFY,1157.7,HOLD,-1/6,HOLD,92.7,46.8,,
ICICIBANK,1336.8,BUY,+4/6,HOLD,85.0,64.0,1298.52,1413.36
WIPRO,184.47,HOLD,-2/6,HOLD,83.8,40.0,,
AXISBANK,1350.9,BUY,+4/6,HOLD,93.2,63.2,1310.74,1431.22
