Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,968.5,SELL,-4/6,HOLD,93.5,38.6,1001.87,901.76
HDFCBANK,778.9,HOLD,-1/6,HOLD,89.0,50.3,,
RELIANCE,1356.3,SELL,-3/6,HOLD,98.0,46.5,1395.88,1277.13
TCS,2276.2,HOLD,-2/6,HOLD,90.1,34.7,,
INFY,1167.7,HOLD,-1/6,HOLD,96.7,45.0,,
ICICIBANK,1279.1,HOLD,-1/6,HOLD,98.5,51.7,,
WIPRO,203.73,BUY,+5/6,HOLD,95.1,57.7,196.69,217.8
AXISBANK,1299.3,HOLD,+0/6,HOLD,96.0,55.0,,
