Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1042.7,BUY,+3/6,HOLD,95.4,65.4,1013.35,1101.39
HDFCBANK,799.0,BUY,+4/6,HOLD,96.0,64.1,774.47,848.07
RELIANCE,1328.1,HOLD,-1/6,HOLD,95.7,51.2,,
TCS,2203.3,HOLD,-1/6,HOLD,89.0,43.3,,
INFY,1127.5,HOLD,-1/6,HOLD,92.7,41.6,,
ICICIBANK,1342.3,BUY,+3/6,HOLD,80.4,65.0,1306.02,1414.85
WIPRO,182.84,SELL,-4/6,HOLD,84.3,38.3,189.63,169.26
AXISBANK,1360.1,BUY,+4/6,HOLD,94.2,65.0,1321.11,1438.07
