Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,949.2,SELL,-4/6,HOLD,96.8,31.9,983.8,880.0
HDFCBANK,766.8,HOLD,-1/6,HOLD,91.4,45.4,,
RELIANCE,1354.5,SELL,-3/6,HOLD,98.7,45.9,1399.08,1265.33
TCS,2317.3,HOLD,-2/6,HOLD,90.9,39.2,,
INFY,1174.5,HOLD,-1/6,HOLD,97.4,46.2,,
ICICIBANK,1264.3,SELL,-3/6,HOLD,92.0,48.1,1298.3,1196.3
WIPRO,203.11,BUY,+3/6,HOLD,92.8,58.9,196.76,215.81
AXISBANK,1285.4,HOLD,-1/6,HOLD,76.9,52.5,,
