Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1013.2,HOLD,+0/6,HOLD,99.3,45.1,,
HDFCBANK,735.4,SELL,-3/6,HOLD,98.5,32.5,756.53,693.13
RELIANCE,1267.7,SELL,-3/6,HOLD,99.0,39.9,1300.42,1202.25
TCS,2398.0,HOLD,+2/6,HOLD,97.0,70.0,,
INFY,1105.7,HOLD,+0/6,HOLD,91.3,55.8,,
ICICIBANK,1430.8,BUY,+3/6,HOLD,94.2,58.2,1392.52,1507.36
WIPRO,181.12,HOLD,+0/6,HOLD,98.4,56.2,,
AXISBANK,1223.5,SELL,-3/6,HOLD,96.4,30.4,1262.34,1145.81
