Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,977.7,HOLD,-1/6,HOLD,97.1,44.7,,
HDFCBANK,747.05,SELL,-3/6,HOLD,96.2,41.2,771.38,698.38
RELIANCE,1291.0,SELL,-3/6,HOLD,92.5,33.2,1327.71,1217.58
TCS,2198.9,SELL,-3/6,HOLD,93.6,37.7,2323.35,1950.0
INFY,1197.5,BUY,+3/6,HOLD,97.9,50.3,1140.98,1310.54
ICICIBANK,1262.1,HOLD,-1/6,HOLD,97.9,49.6,,
WIPRO,198.37,BUY,+3/6,HOLD,90.1,46.5,188.56,217.99
AXISBANK,1272.3,SELL,-3/6,HOLD,94.6,49.0,1312.27,1192.36
