Symbol,Price (₹),Signal,Rule score,ML signal,ML conf %,RSI,Stop Loss (₹),Target (₹)
SBIN,1044.3,BUY,+3/6,HOLD,98.0,56.7,1015.6,1101.71
HDFCBANK,819.6,BUY,+3/6,HOLD,94.6,58.1,797.67,863.46
RELIANCE,1327.2,HOLD,+2/6,HOLD,82.7,56.0,,
TCS,2269.0,BUY,+4/6,HOLD,94.8,62.1,2169.77,2467.47
INFY,1096.5,HOLD,+2/6,HOLD,85.8,52.8,,
ICICIBANK,1444.3,BUY,+3/6,HOLD,96.4,68.6,1404.51,1523.89
WIPRO,176.0,HOLD,-1/6,HOLD,97.7,44.8,,
AXISBANK,1328.5,HOLD,-1/6,HOLD,92.3,50.4,,
